long,lat,boron,nitrogen,phos,potas,pH,zinc,clay,OM,Sand,Silt,Rainfall,Temp,Elevation,Slope,nearest_rainfall,Water,Road,LULC_Code
83.84077,28.53442,0.5267239,0.2642477,165.8445282,420.3628235,6.3298206,3.9806893,13.5226498,4.3849311,50.9728355,37.7468987,2342.070068,-5.23387,5406,48.5731049,39.2894058,2905.403076,2949.779541,2
83.84796,28.53442,0.5311687,0.2644415,165.4695892,421.9033203,6.3248801,3.8944216,13.5155449,4.3885436,51.0080643,37.6591949,2343.159912,-3.7067001,4950,22.7690601,78.4653778,2281.136231,2262.763916,2
83.85515,28.53442,0.5355038,0.2647704,164.9901733,423.4278564,6.3201509,3.8084681,13.5094824,4.3915682,51.0463295,37.5732994,2342.879883,1.17696,4619,31.6367378,80.9867935,1674.560425,1553.640869,3
83.86235,28.53442,0.5397643,0.2652567,164.4248352,424.9657288,6.3156438,3.7230258,13.5051298,4.3940735,51.0866241,37.4909554,2341.169922,9.2676001,4369,21.3895798,45,991.4125366,882.3264771,9
83.86954,28.53442,0.5439913,0.2659074,163.8398132,426.5881958,6.3112741,3.6417239,13.5033045,4.3965483,51.128643,37.4112091,2338.050049,2.0251,4039,13.9578724,191.6893616,537.6689453,323.1098938,2
83.87673,28.53442,0.5481954,0.2666951,163.2438812,428.2624817,6.3071089,3.566746,13.5023766,4.3989673,51.1708183,37.3336182,2333.479981,5.4615302,4040,2.9027278,114.4439545,170.0258484,360,2
83.88393,28.53442,0.5523839,0.2676035,162.6370392,429.9661255,6.303175,3.4982395,13.501585,4.4013195,51.2123566,37.258152,2327.330078,4.9147501,3987,8.1684227,52.1250153,170.0258484,390,2
83.89112,28.53442,0.556567,0.2686232,162.0211792,431.6884766,6.2994752,3.4358714,13.5006647,4.4036355,51.252903,37.1848564,2319.800049,2.8803999,3898,21.5694256,170.8376465,0,540,2
83.89831,28.53442,0.5607552,0.2697451,161.3972931,433.416748,6.2960124,3.3793869,13.4993134,4.4059286,51.2921638,37.1137886,2310.689941,1.64483,4074,48.4000893,196.0040436,170.0258484,597.7457886,9
83.90551,28.53442,0.5649621,0.2709599,160.7657471,435.1361084,6.2927961,3.3286049,13.4971924,4.4081969,51.3298912,37.0450211,2300.300049,5.2881398,4128,61.6966743,156.563385,340.0516968,782.3042603,9
83.9127,28.53442,0.5692057,0.2722585,160.126358,436.829071,6.2898383,3.2834198,13.4939232,4.4104214,51.3659248,36.9786339,2288.409912,4.4882798,3781,48.1791306,114.1590805,0,982.7003784,10
83.91989,28.53442,0.573526,0.2736284,159.4799042,438.4682617,6.2871513,3.2438099,13.4896421,4.4125733,51.4004555,36.9143906,2275.469971,-2.4976499,4273,33.264286,356.3322144,480.9057312,1482.194336,9
83.92708,28.53442,0.5779616,0.275058,158.8265076,440.0255127,6.2847586,3.2098465,13.4842348,4.4146037,51.4336967,36.8521729,2261.469971,-3.73173,4292,44.6698036,336.4820251,850.1292725,2080.625,9
83.93428,28.53442,0.5825464,0.276537,158.1656647,441.4732971,6.2826991,3.1817162,13.4771872,4.4164424,51.4658813,36.7919998,2247.229981,-4.0012698,4598,16.4206181,19.9831066,1088.696655,2735.434082,3
83.94147,28.53442,0.5872641,0.2780657,157.4933014,442.7603149,6.2810149,3.1592577,13.4677687,4.4180865,51.49963,36.7325401,2247.229981,-7.5682998,4796,44.6754837,278.5427856,1674.560425,3396.498291,3
83.94866,28.53442,0.5920321,0.2796607,156.7857513,443.8661194,6.2798467,3.1424789,13.4549913,4.4198537,51.541111,36.6739731,2186.379883,-7.25845,5234,17.6457977,239.0362396,2216.865723,4083.748291,2
83.95586,28.53442,0.5968233,0.2813317,156.0222778,444.7978821,6.2793927,3.132143,13.4379969,4.4220109,51.5958443,36.6179428,2186.379883,-13.8264999,5672,41.8419724,258.374115,2788.631348,4758.571289,9
83.96305,28.53442,0.6016831,0.2830591,155.2279358,445.542511,6.2798033,3.1290705,13.4171,4.424336,51.6687202,36.5631027,2186.379883,-4.08921,5544,42.9488983,116.7960815,3121.259766,5460.32959,3
83.97024,28.53442,0.6064784,0.2848801,154.4249268,446.1599731,6.2812209,3.1364441,13.3948126,4.4265194,51.7614212,36.5084152,2021.680054,-3.50668,5169,52.4272957,188.9149323,2550.387695,6142.458984,2
83.97744,28.53442,0.6111006,0.2867941,153.566452,446.6139221,6.2836261,3.1568744,13.3693981,4.4282227,51.867878,36.4581032,2001.800049,-0.945364,4757,42.6621666,117.3818436,1938.592896,6854.261231,9
83.98463,28.53442,0.6155096,0.2887965,152.6383972,446.8769531,6.2871966,3.1924062,13.3400507,4.429152,51.9891319,36.4134827,1983.969971,0.697851,4495,47.5779228,147.5288086,1613.006836,7531.97168,9
83.99182,28.53442,0.6196361,0.2908793,151.6226349,446.9254761,6.2921824,3.2455931,13.305891,4.4289289,52.1266251,36.3765259,1968.209961,-1.68308,3965,12.3450212,212.4711914,1530.232666,8246.290039,9
83.99902,28.53442,0.6233473,0.2932051,150.4309998,446.8840942,6.298584,3.3176179,13.2655582,4.427217,52.274971,36.3510132,1955.449951,-2.8038099,4131,27.0136814,290.2248535,1831.234375,8927.306641,9
84.00621,28.53442,0.6266679,0.2960241,148.9728851,446.9964294,6.3056226,3.4001582,13.2200489,4.4242258,52.4179993,36.3382301,1945.869995,1.55319,4154,19.9230633,185.3145447,2103.103516,9385.014648,9
84.0134,28.53442,0.6298817,0.2989454,147.4578247,447.1081238,6.3132243,3.4850132,13.1742029,4.4203501,52.5623703,36.3309898,1939.73999,2.7578299,4175,27.3710442,160.0962524,2040.310181,9829.979492,9
84.02059,28.53442,0.6327245,0.3017294,145.9220428,447.1026611,6.3211875,3.5647414,13.1205225,4.4160857,52.7040062,36.3283119,1937.439941,-0.581753,4195,21.7515602,292.2490234,2150.675781,10104.47949,9
84.02779,28.53442,0.634977,0.30433,144.3996277,446.989502,6.3296671,3.6398363,13.0560932,4.4113135,52.8428268,36.3310661,1939.02002,-1.2891099,4560,33.1032677,169.9920197,2550.387695,9922.927734,9
84.03498,28.53442,0.6364234,0.3067136,142.8771362,446.7383118,6.338882,3.7105272,12.9778986,4.4058537,52.9813194,36.33992,1944.390015,-3.6660299,4535,25.1347542,243.4349518,3008.064209,9749.446289,9
84.04217,28.53442,0.637116,0.308838,141.4771881,446.5477295,6.3477917,3.7661641,12.8949385,4.4022298,53.1292305,36.3400421,1953.550049,-2.4606299,4665,1.9227755,0,3505.172607,9660.605469,9
84.04937,28.53442,0.6372302,0.3106975,140.3823547,446.7542419,6.3548231,3.7912288,12.8227615,4.4041657,53.3010101,36.3109245,1965.979981,-1.46296,4726,4.7975006,216.8699036,4055.749023,9618.731445,3
84.05656,28.53442,0.6367397,0.3124992,139.6864929,447.782135,6.3591809,3.769623,12.7759829,4.4134965,53.50774,36.2551575,1981.430054,-6.6872702,5005,42.0352211,234.090271,4640.802734,9600.1875,2
84.06375,28.53442,0.6365518,0.3145998,139.4356384,449.8065186,6.3608127,3.7059293,12.7628517,4.4267511,53.7203712,36.1997223,1990.930054,-15.8133001,5404,54.435421,308.1765442,5248.816406,9659.161133,2
84.07095,28.53442,0.6367075,0.3165909,139.412735,451.8484802,6.3618417,3.6435995,12.7452106,4.4388242,53.9057236,36.1445236,1990.930054,-19.6987,5909,43.4501839,299.744873,5938.747559,9741.549805,2
84.07814,28.53442,0.6371389,0.3185061,139.6100311,453.9436646,6.3623185,3.5829155,12.7228527,4.4498634,54.0648842,36.0902557,1990.930054,-22.5604992,7042,33.186676,278.8579712,6409.320313,9898.544922,9
84.08533,28.53442,0.6378128,0.3203745,140.0293427,456.1293335,6.3622541,3.5240991,12.6956205,4.4599514,54.1972961,36.0375862,1990.930054,-17.1033001,7298,32.2290344,210.8329468,6189.03418,10108.93164,2
84.09253,28.53442,0.6386493,0.3222385,140.6714325,458.3991699,6.3616056,3.4671266,12.6628227,4.469171,54.3036575,35.9850655,1990.930054,-11.9792995,7103,58.9976196,108.0694275,6037.713379,10180.26074,2
84.09972,28.53442,0.6392739,0.3242233,141.468689,460.6578064,6.3605781,3.4110212,12.6224871,4.4785719,54.3966408,35.9283066,1990.930054,-16.4430008,7124,27.6030197,198.7257843,5894.774414,10049.32813,2
84.10691,28.53442,0.6394868,0.326423,142.3588104,462.9903259,6.359633,3.3554974,12.5745993,4.4895487,54.4829979,35.8717384,1990.930054,-20.6548004,7128,29.189661,221.9552155,5551.285156,9942.680664,2
84.1141,28.53442,0.6392592,0.3287902,143.4035492,465.4827271,6.3587465,3.3018336,12.5209312,4.5016561,54.5626984,35.8159981,1990.930054,-21.8096008,7223,55.9165802,224.0796661,5273.542969,9911.629883,2
84.1213,28.53442,0.6385823,0.331211,144.6848907,468.2307739,6.3578811,3.2522867,12.4637909,4.5138535,54.6362495,35.7630768,1990.930054,-17.8318996,7896,35.3700905,204.4439545,5072.358887,9932.220703,3
84.12849,28.53442,0.6376498,0.3336024,145.9107056,470.7624817,6.3572078,3.2045641,12.3916912,4.5252433,54.6892014,35.7197952,1990.930054,-7.2161198,7677,62.6063004,146.1717072,4942.461426,9973.455078,3
84.13568,28.53442,0.6365585,0.3358388,147.0608978,473.0823059,6.3563943,3.159034,12.3075991,4.5357804,54.7267151,35.6838341,1990.930054,-12.0790997,7275,38.9209785,127.8227539,5103.608398,10090.88672,2
83.82638,28.52723,0.5054577,0.2618625,166.6820068,417.018219,6.3201418,4.1013312,13.3972816,4.3707514,50.8179779,38.0906792,2336.149902,-6.6096401,6504,32.9022255,136.051178,4488.811035,4387.186035,9
83.83357,28.52723,0.5103399,0.26182,166.6425934,418.765564,6.315032,4.0204992,13.3966198,4.3770928,50.8531265,37.9911537,2339.73999,-4.2212801,5905,27.528595,127.1466904,3880.912109,3669.945557,3
83.84077,28.52723,0.5152091,0.2618854,166.4551239,420.3132629,6.3099551,3.9408028,13.3947916,4.3817677,50.8912544,37.8958969,2342.120117,-4.33147,5343,46.3448296,98.5194244,3194.495606,2989.18042,2
83.84796,28.52723,0.5199474,0.2620761,166.1152039,421.7592163,6.3051267,3.859796,13.3922958,4.3854628,50.934185,37.8021469,2343.159912,-4.89083,5012,38.7161942,52.2302437,2595.332031,2277.827881,2
83.85515,28.52723,0.524559,0.2623924,165.6499023,423.1681213,6.300549,3.7775977,13.3900242,4.3884745,50.980114,37.7105217,2342.850098,-3.84759,4796,19.0174847,42.0390625,2047.382324,1612.761597,2
83.86235,28.52723,0.529078,0.2628553,165.0781708,424.5691833,6.2962284,3.6943216,13.388689,4.3908877,51.0279961,37.6227112,2341.139893,-3.45983,4567,32.4203186,43.9291763,1604.02063,941.5412598,3
83.86954,28.52723,0.5335523,0.2634823,164.4623566,426.0362244,6.2920895,3.6131043,13.3894167,4.3931313,51.0774384,37.5385437,2338,-0.138244,4462,51.2646408,43.6360741,1140.568115,484.6648254,9
83.87673,28.52723,0.5380114,0.2642619,163.8455048,427.5916138,6.2881165,3.5373371,13.3918314,4.3954725,51.1275787,37.4570656,2333.320068,-0.993978,4304,20.5730858,26.565052,760.3787231,283.0194397,9
83.88393,28.52723,0.5424618,0.2651658,163.2229156,429.1873474,6.2843862,3.4681628,13.3942518,4.3977966,51.177002,37.3780823,2327.23999,-2.1032901,4094,32.198082,21.0923386,613.0369263,212.1320343,9
83.89112,28.52723,0.5469138,0.2661839,162.5967255,430.8112488,6.2809005,3.4052556,13.3964186,4.4001346,51.2254219,37.3015862,2319.560059,-2.9495499,3998,28.434864,17.5924244,510.0775452,256.3200989,9
83.89831,28.52723,0.5513794,0.267307,161.9682312,432.4492188,6.2776661,3.3483553,13.3980427,4.4024997,51.2726212,37.2275887,2310.550049,-2.33722,3857,17.1771202,41.6981354,510.0775452,94.8683319,10
83.90551,28.52723,0.5558759,0.2685256,161.3380737,434.0846252,6.2746916,3.2972829,13.3987923,4.4048896,51.3184738,37.1560936,2299.979981,0.12027,3701,11.450983,193.1725464,380.1893616,30,10
83.9127,28.52723,0.5604256,0.2698303,160.7065277,435.6975098,6.2719941,3.25194,13.3983431,4.4072833,51.3629723,37.0870857,2288.229981,-1.13381,3708,49.9030991,237.9946136,170.0258484,474.3416443,9
83.91989,28.52723,0.5650773,0.2712081,160.0751953,437.256134,6.269588,3.2123206,13.3970041,4.4096508,51.4065819,37.0201416,2275.280029,-1.04561,4326,40.1466331,227.4195099,915.6171875,1164.989258,9
83.92708,28.52723,0.5698696,0.2726482,159.4446564,438.7314758,6.2675061,3.1785197,13.3945465,4.4119406,51.4496956,36.9550819,2261.050049,5.09448,4468,41.9361115,181.6060028,1370.792236,1848.350586,9
83.93428,28.52723,0.5748357,0.2741408,158.8152313,440.0982666,6.2657776,3.150878,13.3903589,4.4140525,51.4929543,36.8919029,2247.229981,0.378084,4593,48.2075996,207.7185059,1750.523193,2559.863281,9
83.94147,28.52723,0.5799857,0.2756762,158.1872253,441.3406677,6.2643757,3.1301935,13.3833647,4.4157944,51.5380936,36.8306732,2247.229981,-2.9774799,4830,29.0083466,219.4724579,2164.075684,3241.388672,9
83.94866,28.52723,0.5852659,0.277266,157.553009,442.4032288,6.263382,3.1162851,13.3726759,4.4172611,51.5908127,36.7693787,2186.379883,-8.6037102,5268,20.518795,300.3026733,2688.344727,3959.204346,2
83.95586,28.52723,0.5905913,0.2789635,156.8790131,443.2998657,6.2632256,3.1099102,13.3585596,4.4191608,51.6595688,36.7090721,2186.379883,-13.5945997,5758,49.5022888,249.8765564,3266.089844,4644.868164,2
83.96305,28.52723,0.5958143,0.2808376,156.1259766,444.0335388,6.2640524,3.1142969,13.3410912,4.4215298,51.742466,36.6514702,2186.379883,-3.76615,5397,49.8720512,152.1659393,2804.138184,5364.298828,3
83.97024,28.52723,0.6008986,0.2828337,155.3043823,444.6028748,6.2658544,3.1310713,13.3201036,4.4238191,51.8381844,36.5986061,2021.099976,-1.57602,4709,59.2120285,81.9509354,1990.101563,6051.528809,9
83.97744,28.52723,0.6058118,0.2849348,154.4112854,444.9867859,6.2687621,3.1620922,13.2950726,4.4256711,51.9475365,36.5515213,2001.530029,-3.0209601,4316,33.9652672,149.2810974,1462.617676,6741.661621,9
83.98463,28.52723,0.6105084,0.2871374,153.4274445,445.1509399,6.2729917,3.2098007,13.2649145,4.4267445,52.071331,36.5118942,1983.48999,5.3365102,3946,32.8626022,124.4126816,991.4125366,7461.802734,9
83.99182,28.52723,0.6149219,0.2894339,152.327179,445.06604,6.2788534,3.277288,13.2283821,4.4266014,52.2106285,36.482399,1968.01001,1.61233,3814,17.153265,133.8983002,850.1292725,7902.822266,9
83.99902,28.52723,0.6189175,0.2919455,151.0345459,444.8423462,6.28655,3.367178,13.1842375,4.4248133,52.362011,36.4674644,1955.130005,2.1897199,3945,7.2381968,187.5946503,1088.696655,8324.5,9
84.00621,28.52723,0.6224576,0.2951078,149.3877411,444.9125671,6.2949243,3.4699054,13.1340055,4.421185,52.4996529,36.4706268,1945.650024,5.0887699,3975,51.8817368,124.265625,1294.878296,8742.928711,9
84.0134,28.52723,0.6258238,0.298266,147.7177734,445.1097412,6.3034611,3.5666409,13.0826159,4.4166608,52.6254921,36.4818916,1939.680054,2.9386899,3781,6.9752235,185.9061432,1190.180908,9236.541992,9
84.02059,28.52723,0.628852,0.3012242,146.0356293,445.1595154,6.3123546,3.6565599,13.0229664,4.4115233,52.7470207,36.4972229,1937.430054,3.35165,3979,33.4726524,163.4052429,1462.617676,9371.579102,9
84.02779,28.52723,0.6313037,0.3039466,144.3507233,445.0325317,6.3219304,3.742167,12.9511623,4.4055066,52.8658028,36.5180092,1939.069946,0.65009,4113,20.1961288,214.777832,1923.622925,9137.992188,9
84.03498,28.52723,0.6329519,0.3063968,142.6597748,444.7258301,6.332315,3.8228652,12.8649044,4.3987784,52.9854774,36.5430832,1944.599976,-1.0212899,4367,13.0482254,211.6754761,2452.147705,8987.641602,9
84.04217,28.52723,0.6340004,0.308525,141.2098846,444.6291809,6.3414655,3.8796935,12.7826128,4.3961053,53.1242714,36.5437355,1953.709961,-2.87201,4577,14.1173906,244.2900391,3041.514893,8854.473633,9
84.04937,28.52723,0.6343153,0.3103523,140.0945892,445.0032349,6.3485165,3.9003403,12.7138844,4.4002442,53.2966766,36.5089531,1966.380005,-4.1143198,4679,20.3929424,298.3007507,3728.958008,8810.454102,3
84.05656,28.52723,0.6343554,0.3124441,139.5218658,446.7529602,6.351748,3.8535759,12.6934633,4.413063,53.5107613,36.4561501,1981.910034,-5.8565698,4904,14.8425779,280.954071,4358.104492,8820.458984,3
84.06375,28.52723,0.6348348,0.3145901,139.3141327,448.9341431,6.35324,3.7878246,12.6871977,4.4264874,53.7104607,36.4030685,1990.930054,-9.4276505,5156,29.5329571,269.575592,5000.610352,8854.422852,9
84.07095,28.52723,0.63564,0.3166021,139.3509979,451.0979309,6.3540626,3.7235894,12.6762457,4.4384933,53.8834839,36.3485031,1990.930054,-18.4964008,5723,60.5337334,255.8649139,5651.920898,8976.21875,9
84.07814,28.52723,0.6367074,0.318519,139.6231079,453.2866211,6.3542576,3.6611073,12.6604824,4.4492321,54.0304718,36.2933121,1990.930054,-18.7840004,6942,25.951088,224.3013,5628.856934,9116.94043,2
84.08533,28.52723,0.6380058,0.3203734,140.1317902,455.538269,6.3538227,3.6005912,12.6397648,4.4587708,54.1506004,36.2380981,1990.930054,-13.8615999,6903,19.0697212,100.491478,5376.689453,9344.650391,2
84.09253,28.52723,0.6392989,0.3222444,140.8519745,457.7695313,6.3527317,3.5415475,12.6124516,4.467423,54.2503395,36.1780319,1990.930054,-12.1273003,6776,17.8090267,146.7251129,5201.790527,9420.191406,2
84.09972,28.52723,0.6402487,0.3242617,141.6847839,460.0275269,6.3515944,3.4832861,12.5779285,4.4770656,54.3427315,36.1167526,1990.930054,-13.2934999,6642,9.9400139,163.3007507,5112.098145,9248.957031,2
84.10691,28.52723,0.6407773,0.3264679,142.625473,462.3753662,6.3505521,3.4259801,12.5364361,4.4881554,54.4289322,36.0561829,1990.930054,-14.8565998,6648,25.0764847,240.4463196,4812.062012,9164.987305,2
84.1141,28.52723,0.6408583,0.3287471,143.7726288,464.9364319,6.349577,3.3718305,12.4911404,4.4997816,54.5103035,35.9973755,1990.930054,-17.5846004,6826,33.120636,203.1018066,4643.916016,9101.131836,2
84.1213,28.52723,0.6405822,0.3310505,144.9648132,467.461792,6.3487082,3.3205304,12.4341259,4.5109959,54.5766602,35.9458961,1990.930054,-17.5403996,7099,39.0834999,193.749054,4414.12793,9123.157227,2
84.12849,28.52723,0.6401198,0.3332033,146.0401154,469.7158508,6.3477812,3.2710211,12.3622332,4.5214148,54.625885,35.9023628,1990.930054,-10.8243999,6795,52.6832123,133.7039337,4264.226563,9197.140625,2
84.13568,28.52723,0.6395038,0.335181,147.0325165,471.8017883,6.3465223,3.2241273,12.2783833,4.5310955,54.6624298,35.8647041,1990.930054,-11.0588999,6728,31.5044384,178.4306488,4254.04541,9297.580078,2
84.14288,28.52723,0.6387804,0.3369746,147.9437408,473.7581787,6.3448272,3.1799877,12.1832743,4.5400014,54.6866493,35.8321266,1990.930054,-18.0207005,6867,27.4324074,219.0938568,4334.825684,9473.541992,2
83.81919,28.52004,0.4891628,0.2590391,167.0781403,414.4995422,6.3048129,4.0969276,13.2408428,4.3569775,50.6488876,38.386013,2331.459961,-8.2374401,6668,20.9454708,164.7448883,5400.830566,5196.585449,2
83.82638,28.52004,0.4940787,0.2589639,167.2884216,416.6295166,6.2999945,4.0243936,13.248374,4.3666439,50.695591,38.2679176,2336.209961,-5.7412901,6172,38.7590485,93.2961197,4790.989258,4526.024902,2
83.83357,28.52004,0.4990485,0.2590003,167.3063507,418.4853821,6.2951798,3.9521153,13.2553864,4.3741207,50.7465439,38.1542625,2339.820068,-4.2464499,5708,40.3549042,86.035347,4199.328613,3844.801758,2
83.84077,28.52004,0.5040857,0.2591214,167.1573792,420.0550232,6.2903323,3.8803027,13.2604609,4.3793926,50.7983856,38.047493,2342.139893,-5.9816499,5389,27.1964417,329.0362549,3638.712158,3195.387207,2
83.84796,28.52004,0.5091067,0.2593342,166.8457031,421.4109192,6.2855792,3.8068419,13.2633762,4.382987,50.8513031,37.9466858,2343.169922,-8.1748896,5214,23.1446991,46.5911407,3125.887207,2557.049072,2
83.85515,28.52004,0.5139902,0.2596639,166.3808136,422.6995544,6.281147,3.7299211,13.2655392,4.3857408,50.9069405,37.8489037,2342.830078,-6.29673,5173,53.7409897,6.184391,2688.344727,1978.408447,9
83.86235,28.52004,0.5187614,0.2601174,165.792923,423.9568481,6.2770042,3.650249,13.2676182,4.3879066,50.9645004,37.7545471,2341.070068,-8.7128801,5080,68.1625137,2.6988134,2312.601563,1523.220215,9
83.86954,28.52004,0.5234774,0.2607297,165.13591,425.2571411,6.2731037,3.5703893,13.2710791,4.3897753,51.0232544,37.664856,2337.889893,-2.67381,4657,32.2462044,33.0558243,1839.110718,1236.931641,9
83.87673,28.52004,0.5281884,0.261509,164.4881134,426.6828613,6.2693391,3.4948394,13.2769852,4.3919129,51.083107,37.5785065,2333.25,-4.0232401,4534,23.1387119,342.2767639,1567.560913,818.8406372,9
83.88393,28.52004,0.5329014,0.2624219,163.8448944,428.1763916,6.2658067,3.4253514,13.2832928,4.3941727,51.1424332,37.4951439,2327.040039,-3.50668,4547,38.6416893,4.2141786,1402.069092,589.4064941,9
83.89112,28.52004,0.5376247,0.2634518,163.2057648,429.7106018,6.2625365,3.3621643,13.2892447,4.3965259,51.2006645,37.4146309,2319.439941,-3.16078,4427,23.5194244,39.5226326,1190.180908,998.598999,3
83.89831,28.52004,0.5423737,0.2645893,162.5723267,431.2698364,6.2595344,3.3050218,13.2945766,4.3989859,51.2577057,37.3369102,2310.27002,-1.7871701,4305,32.9636726,15.3851881,1034.226807,873.6131592,9
83.90551,28.52004,0.5471683,0.2658253,161.9454498,432.8356323,6.2568121,3.2537496,13.2989779,4.4015474,51.313591,37.261898,2299.820068,4.0081401,3739,37.8636322,134.5626373,380.1893616,240,10
83.9127,28.52004,0.5520398,0.2671496,161.3261871,434.3837585,6.2543874,3.208261,13.3023071,4.4041891,51.3685837,37.1893921,2287.879883,-2.7449801,3815,52.1050529,268.1282654,170.0258484,453.9823914,9
83.91989,28.52004,0.5570378,0.2685488,160.7167664,435.8838196,6.2522602,3.1686833,13.3048677,4.4068551,51.4234962,37.1189308,2274.889893,-3.3288901,4189,32.9680519,347.6722412,1020.15509,1140.394653,9
83.92708,28.52004,0.5621811,0.2700122,160.1177216,437.3229065,6.2504044,3.1355271,13.3059263,4.4094052,51.4792213,37.0507088,2260.840088,-4.0263801,4329,30.7189884,349.0075073,1700.258545,1859.516113,9
83.93428,28.52004,0.5675077,0.2715304,159.5308533,438.6735229,6.2488561,3.1091597,13.3048849,4.4117336,51.5368233,36.9845238,2247.229981,-3.74738,4482,16.2908382,338.9624939,2380.361816,2537.794434,9
83.94147,28.52004,0.5730621,0.273099,158.9599762,439.9052429,6.2476883,3.090205,13.3012552,4.4137225,51.5980072,36.9198151,2247.229981,-6.4998298,4790,32.214138,311.7603149,2829.79419,3251.230469,9
83.94866,28.52004,0.5787552,0.2747788,158.3949585,441.0021973,6.2470078,3.0808156,13.2954416,4.4153452,51.6642876,36.8550186,2186.379883,-10.8855,5254,39.6270561,288.6185913,3248.339356,3939.263916,2
83.95586,28.52004,0.5844344,0.2766046,157.7834778,441.91745,6.2469387,3.0819666,13.2859859,4.4168854,51.7374916,36.7918091,2186.379883,-15.6117001,5779,40.8100929,291.0774841,3400.51709,4656.189453,2
83.96305,28.52004,0.5899993,0.2786155,157.0689392,442.6516113,6.2478857,3.0948644,13.2720699,4.4189811,51.8226624,36.7338524,2186.379883,-3.8538799,5311,24.1049747,66.8014069,2720.413574,5345.390625,3
83.97024,28.52004,0.5954295,0.280801,156.2437439,443.1731262,6.2499795,3.1213849,13.2529173,4.421329,51.920536,36.6821022,2186.379883,-3.67854,4784,51.4148979,47.4424171,1870.284302,6063.637695,3
83.97744,28.52004,0.6006938,0.2831109,155.3250885,443.4793701,6.2533269,3.1635478,13.2285872,4.4233232,52.0321198,36.6377754,2001,-1.64633,4324,44.955513,66.991127,1190.180908,6449.441895,9
83.98463,28.52004,0.605738,0.2855401,154.2888031,443.5281372,6.2581859,3.2242997,13.1976833,4.4245372,52.1578674,36.6030617,1983.25,3.5603499,3850,29.3376617,66.689064,510.0775452,6869.213867,10
83.99182,28.52004,0.6104952,0.288082,153.0994873,443.2843628,6.2649512,3.3074677,13.1584673,4.4244618,52.2983475,36.5815315,1967.599976,4.6258702,3686,4.5271153,237.9946136,0,7265.019043,9
83.99902,28.52004,0.6148295,0.2907676,151.7038879,442.7994385,6.2741818,3.4175644,13.1092119,4.4226584,52.4539413,36.5785904,1954.969971,10.6744003,3663,34.7546501,149.8682861,537.6689453,7698.083984,9
84.00621,28.52004,0.6184908,0.2942293,149.8427734,442.8446045,6.2841706,3.5412822,13.0503263,4.4183135,52.5782204,36.6046906,1945.430054,7.3853402,3679,24.662611,71.8962402,613.0369263,8173.279785,9
84.0134,28.52004,0.6219422,0.2976874,147.9479828,443.1405334,6.2939687,3.6535866,12.9901657,4.4127183,52.680027,36.6405067,1939.560059,7.1873798,3589,28.4190083,203.7820282,340.0516968,8677.470703,10
84.02059,28.52004,0.6251153,0.3008659,146.0512695,443.2200623,6.3041635,3.7576745,12.9214468,4.4061251,52.7777176,36.6788177,1937.430054,3.79459,3924,51.4508553,173.2789764,850.1292725,8607.700195,9
84.02779,28.52004,0.6277208,0.3037232,144.1184235,443.0022278,6.3153195,3.8580995,12.8380127,4.3980622,52.8731117,36.7226715,1939.180054,-0.457853,4037,14.5510406,214.4608154,1520.757446,8395.981445,9
84.03498,28.52004,0.6296312,0.3062068,142.2689972,442.6689453,6.3266282,3.9469371,12.7456818,4.390902,52.9767418,36.7576523,1944.709961,-3.28529,4294,21.9595852,267.6140442,2150.675781,8192.856445,9
84.04217,28.52004,0.6309178,0.3082756,140.7473297,442.6380615,6.3360448,4.0040865,12.6631231,4.3898716,53.1109276,36.7541847,1954.02002,-2.5378001,4510,34.7232094,182.4292755,2804.138184,8083.594727,9
84.04937,28.52004,0.6313899,0.3101865,139.6658173,443.5162354,6.3424244,4.0048933,12.6108685,4.3984199,53.2971153,36.7117996,1966.579956,-4.6723499,4662,20.518795,252.3777008,3467.860596,8000.331055,3
84.05656,28.52004,0.6321895,0.3125547,139.2246704,445.9128418,6.344543,3.9358935,12.6162567,4.4136438,53.5110207,36.6641579,1982.390015,-7.1153102,4982,22.9054031,254.4454346,4108.860352,8010.505371,3
84.06375,28.52004,0.6334112,0.314707,139.0758972,448.2052307,6.3457885,3.8679452,12.6171513,4.4269023,53.6967125,36.611702,1990.930054,-13.0353003,5255,17.2128277,245.1706543,4736.37207,8080.699219,9
84.07095,28.52004,0.6349435,0.3166994,139.1898193,450.4430237,6.3462782,3.8016412,12.6131506,4.4384604,53.856102,36.5558853,1990.930054,-11.0759001,6148,44.3313599,188.8958588,5237.789551,8178.728516,2
84.07814,28.52004,0.6367317,0.3185759,139.5559998,452.6742859,6.3460393,3.7372179,12.6041794,4.4484525,53.9891853,36.4976883,1990.930054,-14.533,6807,30.2027645,155.2825623,4871.76709,8369.785156,2
84.08533,28.52004,0.6386601,0.3203891,140.1662903,454.8811646,6.3450212,3.674619,12.5894165,4.456955,54.0978203,36.4350128,1990.930054,-10.9806995,6617,22.3023262,138.3177795,4578.085938,8578.636719,2
84.09253,28.52004,0.6403565,0.3222675,140.9293213,457.0515442,6.3436828,3.6130881,12.5675974,4.4655123,54.1956024,36.3682594,1990.930054,-9.9903402,6547,19.7622623,112.6713409,4371.351074,8635.102539,2
